T_Coda T_Server T_Sistema
0.0 0.006 0.006
0.0 0.012 0.012
0.0 0.05266666666666667 0.05266666666666667
0.0 0.11149999999999999 0.11149999999999999
8.0E-4 0.2352 0.236
6.666666666666666E-4 0.285 0.2856666666666666
5.714285714285715E-4 0.302 0.30257142857142855
5.0E-4 0.26999999999999996 0.27049999999999996
0.007777777777777778 0.2582222222222222 0.26599999999999996
0.007000000000000001 0.2332 0.2402
0.012545454545454547 0.26818181818181813 0.28072727272727266
0.011500000000000002 0.2691666666666666 0.2806666666666666
0.010615384615384617 0.26799999999999996 0.2786153846153846
0.009857142857142858 0.3282857142857143 0.33814285714285713
0.009200000000000002 0.32093333333333335 0.33013333333333333
0.008625 0.307 0.315625
0.01188235294117647 0.2908235294117647 0.30270588235294116
0.011222222222222224 0.2922222222222222 0.30344444444444446
0.010631578947368422 0.30305263157894735 0.3136842105263158
0.010100000000000001 0.3045 0.3146
0.009619047619047619 0.3081904761904762 0.3178095238095238
0.009181818181818182 0.322 0.3311818181818182
0.011478260869565217 0.32991304347826084 0.34139130434782605
0.014166666666666668 0.32775 0.34191666666666665
0.02016 0.3192 0.33936
0.02176923076923077 0.33553846153846156 0.3573076923076923
0.029185185185185186 0.32785185185185184 0.35703703703703704
0.038 0.3187857142857143 0.35678571428571426
0.04310344827586207 0.3201379310344828 0.36324137931034484
0.04373333333333333 0.3100666666666667 0.35380000000000006
0.04980645161290323 0.32038709677419364 0.37019354838709684
0.0505625 0.3222500000000001 0.3728125000000001
0.053696969696969694 0.31575757575757585 0.36945454545454554
0.05523529411764706 0.32288235294117656 0.3781176470588236
0.05594285714285715 0.3245142857142858 0.38045714285714294
0.054388888888888896 0.32272222222222235 0.37711111111111123
0.05491891891891892 0.3212972972972974 0.3762162162162163
0.05678947368421052 0.3280000000000001 0.3847894736842106
0.062000000000000006 0.3293846153846155 0.3913846153846155
0.07105 0.32615000000000005 0.39720000000000005
0.0746829268292683 0.3388780487804879 0.4135609756097562
0.0890952380952381 0.3317619047619048 0.42085714285714293
0.09758139534883722 0.3262790697674419 0.4238604651162792
0.09563636363636364 0.3610000000000001 0.45663636363636373
0.10702222222222221 0.3742222222222223 0.4812444444444445
0.11895652173913042 0.370304347826087 0.4892608695652174
0.12651063829787235 0.3740425531914894 0.5005531914893617
0.13941666666666666 0.37062500000000004 0.5100416666666667
0.1483265306122449 0.38244897959183677 0.5307755102040816
0.16155999999999998 0.3808 0.54236
0.16909803921568625 0.37415686274509813 0.5432549019607844
0.17488461538461536 0.3673076923076924 0.5421923076923078
0.18618867924528298 0.3689433962264152 0.5551320754716982
0.19177777777777774 0.365851851851852 0.5576296296296297
0.1904363636363636 0.360509090909091 0.5509454545454546
0.20107142857142854 0.36257142857142866 0.5636428571428572
0.21168421052631578 0.36470175438596497 0.5763859649122808
0.20803448275862066 0.35841379310344834 0.566448275862069
0.21064406779661016 0.356271186440678 0.5669152542372882
0.2071333333333333 0.3537333333333334 0.5608666666666667
0.20373770491803278 0.3515737704918034 0.5553114754098362
0.20119354838709674 0.34706451612903233 0.548258064516129
0.20053968253968252 0.34857142857142864 0.5491111111111111
0.19740624999999998 0.34493750000000006 0.54234375
0.19436923076923074 0.3441538461538462 0.5385230769230769
0.1914242424242424 0.34496969696969704 0.5363939393939394
0.18856716417910446 0.3484477611940299 0.5370149253731344
0.1857941176470588 0.35073529411764715 0.5365294117647059
0.18452173913043476 0.3475072463768117 0.5320289855072464
0.18325714285714284 0.3434571428571429 0.5267142857142857
0.18067605633802816 0.34721126760563387 0.527887323943662
0.18044444444444444 0.3436944444444445 0.5241388888888889
0.1803835616438356 0.33961643835616445 0.52
0.1801081081081081 0.3361621621621622 0.5162702702702703
0.17946666666666666 0.33624000000000004 0.5157066666666668
0.17871052631578946 0.3362894736842106 0.515
0.17714285714285713 0.33350649350649353 0.5106493506493507
0.17487179487179486 0.33056410256410257 0.5054358974358975
0.17265822784810125 0.3282784810126582 0.5009367088607595
0.17049999999999998 0.33235000000000003 0.50285
0.16839506172839505 0.3352592592592593 0.5036543209876544
0.16634146341463413 0.33726829268292685 0.503609756097561
0.16433734939759034 0.3413493975903615 0.5056867469879518
0.16645238095238094 0.33899999999999997 0.5054523809523809
0.16903529411764703 0.33668235294117643 0.5057176470588235
0.1705348837209302 0.33741860465116275 0.507953488372093
0.17101149425287354 0.3408275862068965 0.5118390804597701
0.17393181818181816 0.33795454545454545 0.5118863636363636
0.1763820224719101 0.3358202247191011 0.5122022471910113
0.178 0.3389555555555555 0.5169555555555555
0.18004395604395604 0.33810989010989007 0.5181538461538461
0.1807608695652174 0.3346304347826087 0.5153913043478261
0.1823225806451613 0.3341075268817204 0.5164301075268817
0.1847659574468085 0.3313617021276596 0.516127659574468
0.18442105263157893 0.32810526315789473 0.5125263157894737
0.18395833333333333 0.32531249999999995 0.5092708333333333
0.18346391752577318 0.3232783505154639 0.506742268041237
0.18583673469387754 0.32908163265306123 0.5149183673469387
0.18492929292929292 0.3263030303030303 0.5112323232323233
0.18492 0.32858000000000004 0.5135000000000001
0.18425742574257425 0.3266930693069307 0.510950495049505
0.18245098039215685 0.32756862745098037 0.5100196078431372
0.18248543689320387 0.32673786407766986 0.5092233009708738
0.18363461538461537 0.3253846153846153 0.5090192307692307
0.1839238095238095 0.32740952380952376 0.5113333333333332
0.18407547169811317 0.3347169811320754 0.5187924528301886
0.1859252336448598 0.33499065420560736 0.5209158878504672
0.18420370370370368 0.33346296296296285 0.5176666666666665
0.18376146788990824 0.33053211009174305 0.5142935779816513
